Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region
CA-2017-155880,,,Standard Class,JD-16150,United States,Milwaukee,Wisconsin,53209,Central
CA-2017-126242,,,Standard Class,MC-18100,United States,Los Angeles,California,90049,West
CA-2016-166443,2016-04-11,2016-05-11,First Class,LH-17020,United States,San Francisco,California,94122,West
CA-2017-169859,,,Standard Class,MP-18175,United States,San Diego,California,92024,West
CA-2017-134915,2017-12-11,2017-12-11,Same Day,EM-14140,United States,Glendale,Arizona,85301,West
CA-2016-153353,,,Standard Class,GG-14650,United States,New York City,New York,10035,East
CA-2017-123638,,2017-04-07,Standard Class,MA-17995,United States,Watertown,New York,13601,East
CA-2017-168900,2017-04-05,2017-09-05,Standard Class,SH-20395,United States,Springfield,Ohio,45503,East
CA-2015-158456,,,Standard Class,KT-16465,United States,Los Angeles,California,90032,West
CA-2017-143665,,2017-01-05,Standard Class,PO-19180,United States,Seattle,Washington,98115,West
CA-2017-137428,,,Second Class,AY-10555,United States,Oceanside,California,92054,West
CA-2014-162866,,,Standard Class,Co-12640,United States,Skokie,Illinois,60076,Central
CA-2017-167941,2017-06-11,2017-09-11,Second Class,JF-15565,United States,Fayetteville,North Carolina,28314,South
CA-2017-111808,,,Standard Class,AR-10510,United States,Tulsa,Oklahoma,74133,Central
CA-2015-137512,2015-07-05,2015-12-05,Standard Class,AG-10675,United States,Allen,Texas,75002,Central
CA-2017-139773,2017-04-12,2017-04-12,Same Day,DV-13045,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-134607,2017-03-10,2017-08-10,Second Class,HL-15040,United States,Rochester,New York,14609,East
CA-2014-109232,,,Second Class,ND-18370,United States,Mount Pleasant,South Carolina,29464,South
CA-2015-139850,2015-12-06,,Standard Class,GB-14575,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-131310,2014-12-07,,Standard Class,CL-12565,United States,Seattle,Washington,98115,West
US-2014-112872,2014-06-12,2014-11-12,Second Class,RC-19960,United States,Springfield,Oregon,97477,West
CA-2016-139269,,,Standard Class,JB-16045,United States,Columbus,Georgia,31907,South
CA-2016-139010,,,Second Class,MC-17635,United States,Los Angeles,California,90032,West
CA-2016-134376,2016-02-10,2016-06-10,Standard Class,TT-21265,United States,New York City,New York,10024,East
CA-2017-147291,2017-11-03,,Standard Class,MJ-17740,United States,Detroit,Michigan,48227,Central
CA-2016-112893,2016-09-09,,Second Class,AT-10735,United States,Stockton,California,95207,West
US-2014-150532,,,Standard Class,PB-19150,United States,Phoenix,Arizona,85023,West
CA-2014-138317,,,Standard Class,NW-18400,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-130610,2015-05-07,2015-10-07,Standard Class,VP-21730,United States,Sterling Heights,Michigan,48310,Central
CA-2017-104381,,,Standard Class,RD-19810,United States,Rochester,New York,14609,East
CA-2016-131499,2016-08-09,2016-10-09,First Class,MG-17875,United States,New York City,New York,10011,East
CA-2014-148761,,,Standard Class,PA-19060,United States,Eau Claire,Wisconsin,54703,Central
CA-2017-116519,,,First Class,CR-12730,United States,New York City,New York,10009,East
CA-2014-130729,,,Standard Class,AA-10375,United States,Rancho Cucamonga,California,91730,West
CA-2016-124772,2016-05-12,2016-06-12,First Class,JG-15160,United States,Murray,Kentucky,42071,South
CA-2016-115525,,,Standard Class,RR-19525,United States,Toledo,Ohio,43615,East
CA-2017-134845,,,Standard Class,SR-20425,United States,Louisville,Colorado,80027,West
US-2015-138919,,,Standard Class,LS-16975,United States,New York City,New York,10035,East
US-2016-160528,,,Standard Class,MH-18115,United States,Pharr,Texas,78577,Central
CA-2015-123568,2015-08-11,,Standard Class,SC-20095,United States,West Jordan,Utah,84084,West
CA-2017-124674,,,Standard Class,JB-16000,United States,Brownsville,Texas,78521,Central
CA-2015-164441,2015-08-11,,Standard Class,AC-10450,United States,New York City,New York,10011,East
CA-2017-169054,,,Standard Class,MO-17800,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-106719,,,Same Day,RB-19645,United States,Billings,Montana,59102,West
CA-2017-116855,,,Standard Class,AI-10855,United States,Chesapeake,Virginia,23320,South
US-2016-164189,,,Standard Class,DR-12880,United States,Gresham,Oregon,97030,West
CA-2015-168480,,,Standard Class,DM-12955,United States,Lincoln Park,Michigan,48146,Central
US-2016-114293,,,Standard Class,JH-16180,United States,Gresham,Oregon,97030,West
CA-2017-134173,,,Standard Class,AB-10060,United States,Philadelphia,Pennsylvania,19143,East
US-2015-123960,2015-11-06,,Standard Class,BD-11605,United States,Monroe,Louisiana,71203,South
CA-2017-101749,2017-03-10,2017-08-10,Standard Class,AS-10045,United States,Pasadena,California,91104,West
US-2016-147991,2016-05-05,2016-09-05,Standard Class,ZD-21925,United States,Chattanooga,Tennessee,37421,South
CA-2017-149559,2017-11-09,2017-12-09,Same Day,KF-16285,United States,Long Beach,California,90805,West
CA-2015-135174,,2015-02-05,Second Class,BP-11230,United States,Troy,Ohio,45373,East
CA-2017-125290,2017-06-11,2017-10-11,Second Class,CC-12430,United States,Minneapolis,Minnesota,55407,Central
CA-2014-137351,,2014-04-10,Standard Class,DB-13615,United States,Seattle,Washington,98105,West
CA-2017-121419,2017-02-04,2017-04-04,First Class,TC-21475,United States,Columbus,Georgia,31907,South
US-2017-148054,2017-06-10,2017-11-10,Standard Class,NZ-18565,United States,Meridian,Idaho,83642,West
CA-2016-128517,2016-09-04,,Second Class,SW-20350,United States,Detroit,Michigan,48227,Central
US-2015-100377,,2015-01-09,Standard Class,TS-21370,United States,Chicago,Illinois,60623,Central
CA-2017-131492,,,Second Class,HH-15010,United States,San Francisco,California,94110,West
CA-2016-144554,2016-07-11,2016-12-11,Standard Class,DM-13345,United States,Newark,Ohio,43055,East
CA-2017-127621,2017-03-03,2017-07-03,Standard Class,RE-19450,United States,Dallas,Texas,75081,Central
CA-2015-145184,,,First Class,JD-16150,United States,Newark,Delaware,19711,East
CA-2017-106859,,,Second Class,BF-11215,United States,Albuquerque,New Mexico,87105,West
US-2017-120089,,,Same Day,ML-17755,United States,Toledo,Ohio,43615,East
CA-2014-119375,,,Standard Class,YC-21895,United States,Newark,Delaware,19711,East
CA-2016-125206,2016-03-01,2016-05-01,First Class,LR-16915,United States,Los Angeles,California,90045,West
CA-2015-126137,2015-03-10,2015-08-10,Standard Class,BS-11755,United States,Los Angeles,California,90032,West
CA-2014-143903,,,Standard Class,KM-16375,United States,Dallas,Texas,75217,Central
CA-2014-104780,,,Standard Class,BT-11530,United States,San Diego,California,92037,West
CA-2017-101182,2017-04-09,2017-05-09,First Class,KB-16405,United States,Apple Valley,California,92307,West
US-2017-132297,,2017-02-06,Standard Class,DW-13480,United States,Louisville,Kentucky,40214,South
CA-2014-100328,,2014-03-02,Standard Class,JC-15340,United States,New York City,New York,10024,East
CA-2017-118773,2017-09-02,,Standard Class,TP-21415,United States,Houston,Texas,77070,Central
US-2017-159205,,2017-02-04,Second Class,DB-12910,United States,Henderson,Kentucky,42420,South
CA-2016-112123,2016-03-03,2016-08-03,Standard Class,BH-11710,United States,Newark,Delaware,19711,East
CA-2015-114468,,,Same Day,TD-20995,United States,Bolingbrook,Illinois,60440,Central
CA-2017-135692,,2017-01-05,Standard Class,CV-12805,United States,Fort Worth,Texas,76106,Central
CA-2017-131233,,,Standard Class,CS-12355,United States,New York City,New York,10024,East
CA-2017-119578,,,Second Class,JG-15310,United States,Providence,Rhode Island,2908,East
CA-2016-124562,2016-08-12,2016-12-12,Standard Class,JP-16135,United States,Columbus,Ohio,43229,East
US-2017-140074,,,Standard Class,EC-14050,United States,New York City,New York,10024,East
CA-2016-103037,,,Standard Class,KH-16630,United States,Houston,Texas,77070,Central
CA-2017-127460,2017-10-07,,Standard Class,FG-14260,United States,Aurora,Illinois,60505,Central
CA-2016-121671,,,Standard Class,AA-10480,United States,Springfield,Missouri,65807,Central
CA-2016-150350,,,Standard Class,MS-17770,United States,Seattle,Washington,98105,West
CA-2015-121720,2015-11-06,2015-12-06,First Class,JE-15610,United States,Lakeland,Florida,33801,South
CA-2017-149895,2017-08-09,2017-12-09,Standard Class,EB-14110,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-147564,2017-02-10,2017-06-10,Standard Class,BP-11155,United States,New York City,New York,10011,East
CA-2014-136399,,,First Class,CC-12100,United States,Los Angeles,California,90049,West
CA-2014-107916,,,First Class,JP-15460,United States,Oceanside,New York,11572,East
CA-2017-164168,2017-12-11,,Standard Class,LS-16975,United States,Dallas,Texas,75081,Central
CA-2015-112557,,,First Class,JL-15850,United States,New York City,New York,10035,East
US-2014-122959,2014-12-12,2014-12-12,Same Day,CY-12745,United States,San Antonio,Texas,78207,Central
CA-2017-162572,,,Second Class,RB-19360,United States,Cincinnati,Ohio,45231,East
US-2016-148110,2016-05-09,2016-11-09,Standard Class,AR-10825,United States,Austin,Texas,78745,Central
CA-2017-131828,2017-11-02,,Second Class,CS-11845,United States,Seattle,Washington,98105,West
CA-2014-109218,,2014-03-07,Second Class,AR-10825,United States,Los Angeles,California,90004,West
CA-2016-120558,2016-07-06,2016-10-06,First Class,RD-19810,United States,New York City,New York,10035,East
US-2014-109036,,,Standard Class,KH-16510,United States,Seattle,Washington,98103,West
CA-2015-147830,,,First Class,NF-18385,United States,Newark,Ohio,43055,East
CA-2017-150497,,,Standard Class,SM-20950,United States,Maple Grove,Minnesota,55369,Central
CA-2014-128986,2014-03-08,2014-05-08,Second Class,GH-14410,United States,Glendale,Arizona,85301,West
CA-2015-139584,,,Standard Class,EM-13810,United States,New York City,New York,10009,East
US-2016-162677,,,First Class,DB-13210,United States,Jacksonville,North Carolina,28540,South
US-2014-150924,2014-12-09,,Second Class,PT-19090,United States,Houston,Texas,77070,Central
CA-2014-153969,,,Standard Class,HF-14995,United States,San Francisco,California,94109,West
CA-2016-146682,,,First Class,KW-16435,United States,Lansing,Michigan,48911,Central
CA-2016-138695,,2016-03-06,Standard Class,KC-16675,United States,Tallahassee,Florida,32303,South
CA-2017-107461,,,Second Class,PK-19075,United States,Columbia,South Carolina,29203,South
US-2016-133879,,,Standard Class,KT-16465,United States,Chicago,Illinois,60623,Central
CA-2017-157483,2017-11-11,,Standard Class,EP-13915,United States,Detroit,Michigan,48227,Central
US-2017-132059,,,Standard Class,AP-10915,United States,Fort Collins,Colorado,80525,West
CA-2017-122280,2017-10-09,2017-10-09,Same Day,SH-20395,United States,New York City,New York,10024,East
CA-2017-105235,2017-05-12,2017-11-12,Standard Class,SM-20950,United States,New York City,New York,10011,East
CA-2017-152912,2017-09-11,2017-12-11,Second Class,BM-11650,United States,Columbia,Maryland,21044,East
CA-2014-123498,2014-07-11,2014-09-11,First Class,TC-20980,United States,Houston,Texas,77041,Central
CA-2017-159352,2017-12-03,,Standard Class,KB-16585,United States,Lowell,Massachusetts,1852,East
US-2017-146416,,,Second Class,JE-16165,United States,Woodland,California,95695,West
US-2015-163783,,2016-01-01,Standard Class,DR-12940,United States,Chicago,Illinois,60610,Central
CA-2017-123981,2017-02-10,2017-08-10,Standard Class,RW-19630,United States,New York City,New York,10035,East
CA-2017-158953,2017-04-06,2017-08-06,Standard Class,ML-18040,United States,Missouri City,Texas,77489,Central
CA-2014-165428,2014-01-09,2014-04-09,First Class,JL-15130,United States,Houston,Texas,77036,Central
CA-2016-169026,2016-08-08,,Standard Class,CM-12655,United States,Jackson,Mississippi,39212,South
CA-2017-109750,,,Standard Class,FH-14365,United States,New York City,New York,10009,East
CA-2015-149384,2015-10-07,2015-10-07,Same Day,EH-13945,United States,Tempe,Arizona,85281,West
CA-2014-131527,2014-01-12,2014-07-12,Standard Class,TB-21280,United States,Jacksonville,North Carolina,28540,South
CA-2017-164000,,,Standard Class,AH-10030,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-164224,,,Second Class,TT-21070,United States,Akron,Ohio,44312,East
CA-2014-158372,2014-10-11,,Standard Class,RD-19900,United States,San Diego,California,92037,West
CA-2016-108882,2016-09-01,,Standard Class,LA-16780,United States,Fresno,California,93727,West
US-2017-108245,,,Standard Class,SH-19975,United States,Pearland,Texas,77581,Central
CA-2014-142314,,,Standard Class,SF-20200,United States,Richmond,Indiana,47374,Central
CA-2016-132409,,2016-01-06,Standard Class,TH-21235,United States,Philadelphia,Pennsylvania,19134,East
CA-2017-150189,2017-08-07,2017-10-07,First Class,VG-21790,United States,San Mateo,California,94403,West
CA-2014-114433,,,Standard Class,NP-18325,United States,Oakland,California,94601,West
CA-2017-104640,2017-10-11,,Standard Class,FH-14275,United States,New York City,New York,10024,East
US-2015-137008,2015-02-10,2015-08-10,Standard Class,JP-15460,United States,Lakewood,New Jersey,8701,East
CA-2014-108189,2014-02-10,2014-05-10,First Class,ES-14080,United States,Tempe,Arizona,85281,West
CA-2014-154641,2014-11-08,,Standard Class,KL-16645,United States,New York City,New York,10035,East
CA-2017-131625,2017-01-09,2017-05-09,Second Class,BN-11515,United States,New York City,New York,10009,East
US-2017-156356,,,Standard Class,ND-18370,United States,Houston,Texas,77095,Central
CA-2016-138933,,,First Class,JL-15130,United States,Riverside,California,92503,West
CA-2016-140746,,,Same Day,RC-19825,United States,Fairfield,Connecticut,6824,East
CA-2016-146836,2016-02-05,2016-02-05,Same Day,CC-12475,United States,New York City,New York,10024,East
US-2016-127971,,,Standard Class,DW-13195,United States,Houston,Texas,77095,Central
US-2016-140809,2016-01-02,2016-03-02,First Class,CK-12760,United States,Arlington,Virginia,22204,South
CA-2017-114524,,2017-05-04,Second Class,EG-13900,United States,Chicago,Illinois,60623,Central
CA-2017-113355,2017-01-12,2017-05-12,Standard Class,SJ-20215,United States,Grand Prairie,Texas,75051,Central
US-2017-140907,2017-10-12,2017-12-12,Second Class,BP-11185,United States,Seattle,Washington,98103,West
CA-2016-159730,,,Standard Class,SJ-20125,United States,Seattle,Washington,98103,West
CA-2016-157868,,,Standard Class,MC-17590,United States,Grand Rapids,Michigan,49505,Central
CA-2017-119389,,,First Class,BG-11740,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-110373,,,Second Class,MA-17560,United States,Chicago,Illinois,60610,Central
CA-2016-155474,2016-08-07,,Standard Class,CC-12220,United States,Seattle,Washington,98105,West
CA-2015-155453,2015-09-08,,Standard Class,RA-19885,United States,Jacksonville,Florida,32216,South
US-2016-161844,2016-09-12,,Second Class,DK-12835,United States,Franklin,Tennessee,37064,South
US-2016-162103,,,Standard Class,LB-16795,United States,Highland Park,Illinois,60035,Central
CA-2014-151554,,,First Class,CM-11815,United States,Pasadena,Texas,77506,Central
CA-2014-140662,,,First Class,TS-21205,United States,San Francisco,California,94109,West
CA-2016-122518,2016-04-03,2016-08-03,Second Class,RF-19345,United States,Miami,Florida,33180,South
US-2014-126571,2014-11-10,,Standard Class,JF-15565,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-143840,,,Standard Class,EH-14185,United States,Decatur,Alabama,35601,South
CA-2014-115980,,,Standard Class,VW-21775,United States,Sioux Falls,South Dakota,57103,Central
CA-2015-155145,,,Second Class,KN-16450,United States,Visalia,California,93277,West
CA-2015-146038,2015-09-02,,Standard Class,SJ-20215,United States,Los Angeles,California,90049,West
CA-2017-133865,2017-08-05,2017-12-05,Standard Class,PS-19045,United States,Los Angeles,California,90032,West
CA-2017-116358,2017-02-11,2017-06-11,Standard Class,KM-16225,United States,Overland Park,Kansas,66212,Central
CA-2014-102988,2014-05-04,2014-09-04,Second Class,GM-14695,United States,Alexandria,Virginia,22304,South
US-2014-117170,,,Standard Class,KT-16465,United States,Raleigh,North Carolina,27604,South
CA-2014-159478,,2014-06-10,Standard Class,MH-17785,United States,New York City,New York,10035,East
CA-2014-103702,2014-12-09,,Standard Class,AF-10885,United States,Fairfield,Ohio,45014,East
CA-2017-150525,,,Standard Class,JP-16135,United States,Muskogee,Oklahoma,74403,Central
CA-2015-157770,,,First Class,RD-19585,United States,Temecula,California,92592,West
CA-2016-167290,,2016-04-11,Standard Class,JF-15295,United States,Sterling Heights,Michigan,48310,Central
CA-2014-106264,,,Standard Class,CK-12595,United States,San Diego,California,92024,West
CA-2014-138023,,,First Class,KH-16510,United States,Dallas,Texas,75081,Central
CA-2017-113418,2017-01-10,2017-03-10,First Class,CM-12655,United States,New York City,New York,10035,East
US-2015-110569,,,Standard Class,EB-13870,United States,Phoenix,Arizona,85023,West
CA-2017-136308,,,Same Day,MW-18235,United States,San Francisco,California,94122,West
US-2014-159926,,,Standard Class,CS-11950,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-104738,,2015-01-01,Second Class,SP-20620,United States,Laredo,Texas,78041,Central
CA-2015-144386,2015-05-11,2015-11-11,Standard Class,GT-14635,United States,New York City,New York,10009,East
CA-2016-111416,,,Standard Class,LW-17215,United States,New York City,New York,10035,East
CA-2016-162747,,,Second Class,AH-10030,United States,Gulfport,Mississippi,39503,South
US-2014-133130,,2014-01-10,Standard Class,TH-21100,United States,San Diego,California,92037,West
CA-2017-169978,,,Standard Class,HG-15025,United States,Oceanside,New York,11572,East
CA-2017-161739,2017-10-11,,Second Class,EB-13750,United States,Round Rock,Texas,78664,Central
CA-2015-165057,2015-11-09,,Standard Class,SC-20725,United States,Redlands,California,92374,West
CA-2014-134551,,,Standard Class,TS-21505,United States,Columbia,Tennessee,38401,South
CA-2015-120810,,,Standard Class,TH-21550,United States,New York City,New York,10009,East
CA-2014-165309,2014-11-11,,Standard Class,KD-16270,United States,Houston,Texas,77095,Central
CA-2017-122595,,,Standard Class,GM-14455,United States,Chicago,Illinois,60653,Central
US-2017-109253,,,First Class,PR-18880,United States,Oakland,California,94601,West
CA-2016-145982,,2016-01-09,Second Class,TB-21055,United States,Quincy,Massachusetts,2169,East
CA-2015-112014,,,Standard Class,ON-18715,United States,Yucaipa,California,92399,West
CA-2017-154732,2017-05-11,2017-07-11,First Class,AH-10195,United States,Chicago,Illinois,60623,Central
US-2016-157308,,,Standard Class,NM-18520,United States,Seattle,Washington,98105,West
CA-2016-147536,,,Standard Class,AR-10510,United States,New York City,New York,10024,East
US-2014-134733,,,Standard Class,BM-11650,United States,San Diego,California,92037,West
US-2014-150434,,,Standard Class,CA-12310,United States,Bristol,Connecticut,6010,East
CA-2017-100335,2017-07-09,,Standard Class,NF-18595,United States,Chicago,Illinois,60610,Central
CA-2016-139234,2016-06-05,2016-10-05,Standard Class,AF-10870,United States,Chicago,Illinois,60610,Central
US-2015-142020,2015-04-06,2015-08-06,Second Class,TC-21535,United States,New York City,New York,10024,East
CA-2015-139962,,,Standard Class,Dp-13240,United States,Revere,Massachusetts,2151,East
CA-2016-130050,,,Second Class,MC-17425,United States,Houston,Texas,77036,Central
CA-2014-115161,,2014-02-02,First Class,LC-17050,United States,Mission Viejo,California,92691,West
CA-2014-165379,2014-09-07,,Standard Class,BM-11650,United States,Dallas,Texas,75217,Central
CA-2015-115511,,,Standard Class,NW-18400,United States,Las Vegas,Nevada,89115,West
CA-2016-134887,,,Same Day,TB-21280,United States,Norman,Oklahoma,73071,Central
CA-2017-123778,,,Standard Class,BS-11755,United States,San Francisco,California,94122,West
CA-2015-161718,2015-04-12,2015-10-12,Standard Class,SO-20335,United States,Hempstead,New York,11550,East
CA-2016-100671,2016-01-11,2016-04-11,First Class,CS-12490,United States,Conroe,Texas,77301,Central
CA-2017-142867,,,Standard Class,PO-19180,United States,Houston,Texas,77095,Central
CA-2017-103156,,,First Class,TD-20995,United States,Philadelphia,Pennsylvania,19120,East
US-2017-162208,,,First Class,SP-20620,United States,Tampa,Florida,33614,South
CA-2015-130659,2015-04-12,2015-09-12,Second Class,MS-17365,United States,New York City,New York,10035,East
CA-2017-148404,2017-07-10,2017-11-10,Standard Class,Dp-13240,United States,Charlotte,North Carolina,28205,South
CA-2017-101077,,,Second Class,DB-13660,United States,Dallas,Texas,75081,Central
CA-2014-166471,2014-09-08,,Standard Class,MG-17650,United States,Seattle,Washington,98103,West
CA-2014-105340,,,First Class,EH-14185,United States,Pasadena,Texas,77506,Central
US-2017-131583,2017-10-06,2017-10-06,Same Day,CL-11890,United States,Philadelphia,Pennsylvania,19143,East
US-2017-148362,2017-01-07,2017-08-07,Standard Class,KF-16285,United States,Indianapolis,Indiana,46203,Central
CA-2014-102274,,,Standard Class,DH-13075,United States,Richmond,Kentucky,40475,South
CA-2015-129700,2015-04-05,2015-05-05,First Class,LA-16780,United States,Tinley Park,Illinois,60477,Central
CA-2017-168739,,2017-05-06,Standard Class,HZ-14950,United States,Houston,Texas,77095,Central
CA-2015-152527,,,Same Day,CM-12190,United States,Los Angeles,California,90004,West
US-2014-150119,,,Standard Class,LB-16795,United States,Columbus,Ohio,43229,East
US-2017-150847,,2017-06-05,Standard Class,JF-15490,United States,Columbus,Ohio,43229,East
CA-2016-100244,,,Standard Class,GM-14695,United States,San Francisco,California,94122,West
CA-2016-116540,2016-02-09,2016-02-09,Same Day,SS-20590,United States,Madison,Wisconsin,53711,Central
CA-2015-151841,,2015-02-05,Standard Class,TC-21475,United States,Aurora,Colorado,80013,West
CA-2015-150791,2015-06-09,,Standard Class,CC-12430,United States,New York City,New York,10024,East
CA-2016-134803,,2016-03-06,Standard Class,CL-12565,United States,Los Angeles,California,90004,West
CA-2015-153381,,,Standard Class,DE-13255,United States,Dubuque,Iowa,52001,Central
US-2017-111024,2017-03-07,2017-06-07,Second Class,SZ-20035,United States,Lancaster,Ohio,43130,East
CA-2017-148264,2017-08-12,2017-09-12,First Class,LF-17185,United States,Inglewood,California,90301,West
CA-2017-131212,2017-05-12,2017-09-12,Standard Class,AB-10165,United States,Bellevue,Washington,98006,West
US-2015-100531,,,First Class,NM-18520,United States,Chicago,Illinois,60610,Central
CA-2017-152583,,,Same Day,RA-19945,United States,Dallas,Texas,75217,Central
CA-2015-144099,,,Same Day,PO-19195,United States,San Francisco,California,94122,West
CA-2014-158337,2014-11-03,,Second Class,KA-16525,United States,New York City,New York,10024,East
CA-2017-168858,,,Standard Class,JD-16150,United States,New York City,New York,10011,East
CA-2016-116344,,2016-02-08,Standard Class,JO-15145,United States,Philadelphia,Pennsylvania,19140,East
CA-2015-131779,2015-12-06,,Standard Class,LE-16810,United States,Newark,Delaware,19711,East
CA-2016-158869,2016-06-08,2016-07-08,First Class,AH-10690,United States,New York City,New York,10024,East
CA-2017-102554,2017-11-06,,Standard Class,KN-16705,United States,Auburn,Alabama,36830,South
CA-2016-162614,2016-07-10,,Standard Class,TB-21250,United States,Los Angeles,California,90049,West
CA-2014-168592,2014-08-09,,Standard Class,DP-13390,United States,San Francisco,California,94110,West
CA-2014-157609,,,Second Class,KN-16705,United States,Raleigh,North Carolina,27604,South
CA-2015-153325,2015-01-03,2015-02-03,Second Class,ST-20530,United States,Macon,Georgia,31204,South
CA-2015-153626,2015-09-07,,Standard Class,EB-13870,United States,Nashville,Tennessee,37211,South
CA-2016-166485,,,Standard Class,AH-10210,United States,Nashville,Tennessee,37211,South
CA-2017-136448,,,First Class,AS-10090,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-114258,2017-05-11,2017-10-11,Second Class,EM-13825,United States,Dallas,Texas,75081,Central
CA-2015-152611,,,Second Class,KA-16525,United States,Perth Amboy,New Jersey,8861,East
CA-2016-165470,,,Standard Class,HJ-14875,United States,Jacksonville,Florida,32216,South
CA-2017-128699,2017-03-12,2017-05-12,Second Class,ND-18370,United States,Jacksonville,Florida,32216,South
US-2015-147242,2015-10-09,,Standard Class,EH-13765,United States,Revere,Massachusetts,2151,East
CA-2016-146143,,,Standard Class,MC-17845,United States,Jackson,Mississippi,39212,South
CA-2015-100888,2015-06-04,2015-10-04,Standard Class,MH-17455,United States,Jacksonville,North Carolina,28540,South
US-2016-150035,2016-01-12,2016-05-12,Standard Class,CL-11890,United States,San Francisco,California,94122,West
CA-2017-122644,2017-12-11,,Standard Class,SF-20965,United States,Columbus,Ohio,43229,East
CA-2017-111815,2017-03-03,2017-10-03,Standard Class,EP-13915,United States,Dearborn Heights,Michigan,48127,Central
CA-2016-144911,,,First Class,RW-19630,United States,Overland Park,Kansas,66212,Central
CA-2014-143385,,2014-05-09,Standard Class,SJ-20500,United States,Santa Fe,New Mexico,87505,West
CA-2016-131289,2016-08-12,,Standard Class,SP-20620,United States,San Francisco,California,94110,West
CA-2014-124023,2014-07-04,2014-10-04,First Class,PJ-19015,United States,Mobile,Alabama,36608,South
CA-2014-124688,,,First Class,CC-12610,United States,Springfield,Virginia,22153,South
CA-2016-151169,,,Standard Class,MY-18295,United States,Newark,Delaware,19711,East
US-2016-134761,,,Same Day,DB-13210,United States,Hickory,North Carolina,28601,South
CA-2017-120705,2017-05-09,2017-11-09,Standard Class,MG-17875,United States,Fort Lauderdale,Florida,33311,South
CA-2015-157322,2015-02-07,2015-06-07,Standard Class,RH-19600,United States,Carol Stream,Illinois,60188,Central
CA-2017-142034,,,Standard Class,KB-16240,United States,Saint Cloud,Minnesota,56301,Central
CA-2016-107328,2016-08-08,,Standard Class,CA-12055,United States,Los Angeles,California,90036,West
CA-2016-108616,,2016-03-10,Standard Class,JK-15730,United States,Mobile,Alabama,36608,South
CA-2017-125115,2017-10-04,2017-10-04,Same Day,RD-19930,United States,Austin,Texas,78745,Central
CA-2016-150945,,,Second Class,JK-16120,United States,New York City,New York,10009,East
CA-2014-166863,,,Standard Class,SC-20020,United States,Plano,Texas,75023,Central
CA-2017-140326,2017-04-09,2017-06-09,First Class,HW-14935,United States,Chicago,Illinois,60653,Central
CA-2016-168536,,,Standard Class,SC-20800,United States,Jackson,Mississippi,39212,South
US-2016-113649,2016-09-08,2016-12-08,First Class,HA-14920,United States,Fayetteville,North Carolina,28314,South
CA-2015-124975,,,First Class,MG-17875,United States,Aurora,Illinois,60505,Central
CA-2015-168767,2015-10-04,,Standard Class,DM-12955,United States,Sacramento,California,95823,West
CA-2016-114482,,,Second Class,DM-13345,United States,Des Moines,Iowa,50315,Central
CA-2016-137673,2016-05-09,2016-10-09,Standard Class,ML-17395,United States,San Diego,California,92105,West
CA-2016-132731,,,Standard Class,GA-14515,United States,Dallas,Texas,75081,Central
CA-2017-148922,2017-10-12,,Second Class,SU-20665,United States,Jackson,Mississippi,39212,South
CA-2016-130680,,,Standard Class,BD-11320,United States,San Diego,California,92024,West
CA-2015-141145,,,Standard Class,DB-13405,United States,Orlando,Florida,32839,South
US-2016-152835,,,Standard Class,RP-19855,United States,Lafayette,Indiana,47905,Central
CA-2016-155565,,,Same Day,EH-13765,United States,New York City,New York,10035,East
CA-2014-110849,,,Standard Class,JL-15835,United States,Los Angeles,California,90049,West
CA-2016-145842,,,Second Class,FM-14380,United States,New York City,New York,10024,East
CA-2014-158771,2014-09-05,2014-09-05,Same Day,SB-20290,United States,Henderson,Kentucky,42420,South
CA-2016-157511,,,First Class,SV-20365,United States,Columbus,Ohio,43229,East
CA-2017-121216,,,Second Class,MM-17920,United States,College Station,Texas,77840,Central
CA-2017-155292,,2017-01-11,First Class,RD-19810,United States,Richmond,Kentucky,40475,South
CA-2016-152555,,2016-02-04,Second Class,ME-17320,United States,Chicago,Illinois,60653,Central
CA-2017-107832,,,Second Class,FH-14275,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-120838,,,Second Class,PO-18865,United States,Los Angeles,California,90036,West
CA-2017-118542,2017-01-12,2017-05-12,Standard Class,CC-12550,United States,Los Angeles,California,90008,West
CA-2017-152737,2017-07-11,2017-12-11,Standard Class,TS-21505,United States,San Francisco,California,94122,West
CA-2017-109757,2017-04-09,2017-09-09,Second Class,MD-17350,United States,Akron,Ohio,44312,East
CA-2016-130029,2016-03-07,2016-06-07,First Class,GT-14755,United States,Los Angeles,California,90049,West
CA-2017-103877,2017-07-09,,Standard Class,RD-19660,United States,Independence,Missouri,64055,Central
CA-2016-137176,2016-09-09,,Second Class,DB-12910,United States,Dallas,Texas,75220,Central
